annee;etablissement;academie;domaine;discipline;situation;remarque;nombre_de_reponses;taux_de_reponse;poids_de_la_discipline;taux_dinsertion;taux_d_emploi;taux_d_emploi_salarie_en_france;emplois_cadre_ou_professions_intermediaires;emplois_stables;emplois_a_temps_plein;salaire_net_median_des_emplois_a_temps_plein;salaire_brut_annuel_estime;de_diplomes_boursiers;taux_de_chomage_regional;salaire_net_mensuel_median_regional;emplois_cadre;emplois_exterieurs_a_la_region_de_luniversite;femmes;salaire_net_mensuel_regional_1er_quartile;salaire_net_mensuel_regional_3eme_quartile
2015;Caen Normandie;Normandie;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;;31.0;77.0;6.0;94.0;;;94.0;57.5;67.0;1700.0;26700.0;30.0;8.9;1810.0;86.0;37.0;83.0;1470.0;2160.0
2015;La Rochelle;Poitiers;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;50.0;71.0;25.0;88.0;;;49.0;86.0;100.0;1840.0;28700.0;31.0;8.4;1750.0;37.0;69.0;62.0;1390.0;2060.0
2015;Dijon - Bourgogne;Dijon;Droit, économie et gestion;Gestion;30 mois après le diplôme;;91.0;68.0;20.0;96.0;;;76.0;89.0;100.0;2060.0;32100.0;33.0;7.6;1780.0;60.0;53.0;60.0;1420.0;2090.0
2015;Besançon - Franche-Comté;Besançon;Masters enseignement;Masters enseignement;18 mois après le diplôme;;98.0;74.0;100.0;96.0;;;94.0;84.0;85.0;1700.0;26500.0;23.0;7.6;1780.0;81.0;25.0;76.0;1420.0;2090.0
2015;Brest - Bretagne occidentale;Rennes;Masters enseignement;Masters enseignement;30 mois après le diplôme;;63.0;81.0;100.0;94.0;;;93.0;85.0;91.0;1900.0;29600.0;13.0;7.4;1750.0;87.0;43.0;77.0;1420.0;2080.0
2015;Brest - Bretagne occidentale;Rennes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;52.0;79.0;13.0;88.0;;;93.0;25.0;77.0;1500.0;23400.0;37.0;7.4;1750.0;57.0;67.0;76.0;1420.0;2080.0
2015;Brest - Bretagne occidentale;Rennes;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;52.0;79.0;13.0;91.0;;;89.0;45.0;91.0;1600.0;25000.0;37.0;7.4;1750.0;59.0;67.0;76.0;1420.0;2080.0
2015;Bordeaux - Montaigne;Bordeaux;Masters enseignement;Masters enseignement;30 mois après le diplôme;;70.0;80.0;100.0;100.0;;;100.0;97.0;100.0;2000.0;31200.0;18.0;8.4;1750.0;100.0;70.0;82.0;1390.0;2060.0
2015;Bordeaux - Montaigne;Bordeaux;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;;60.0;78.0;20.0;82.0;;;65.0;41.0;91.0;1460.0;22700.0;45.0;8.4;1750.0;34.0;54.0;71.0;1390.0;2060.0
2015;Bordeaux;Bordeaux;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;379.0;73.0;43.0;91.0;;;88.0;67.0;98.0;1850.0;28900.0;30.0;8.4;1750.0;60.0;52.0;58.0;1390.0;2060.0
2015;Bordeaux;Bordeaux;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;93.0;76.0;10.0;82.0;;;83.0;44.0;74.0;1500.0;23400.0;30.0;8.4;1750.0;62.0;39.0;84.0;1390.0;2060.0
2015;Perpignan - Via Domitia;Montpellier;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;124.0;63.0;70.0;88.0;;;73.0;71.0;99.0;1600.0;25000.0;41.0;10.5;1770.0;39.0;69.0;63.0;1400.0;2110.0
2017;Paris-Est Créteil;Créteil;Droit, économie et gestion;Droit;18 mois après le diplôme;;43.0;60.0;7.0;93.0;;;88.0;70.0;98.0;2100.0;32800.0;29.0;7.1;2120.0;75.0;16.0;69.0;1620.0;2620.0
2018;Reims - Champagne Ardenne;Reims;Droit, économie et gestion;Gestion;18 mois après le diplôme;;63.0;58.0;29.0;97.0;;;74.0;74.0;100.0;1920.0;30000.0;40.0;7.7;1840.0;29.0;28.0;61.0;1450.0;2180.0
2018;Bretagne-Sud;Rennes;Sciences, technologies et santé;Sciences de la vie et de la terre;30 mois après le diplôme;;37.0;83.0;12.0;82.0;;;92.0;87.0;96.0;1800.0;28100.0;32.0;6.5;1790.0;63.0;54.0;71.0;1430.0;2150.0
2018;Lille;Lille;Lettres, langues, arts;Lettres, langues, arts;18 mois après le diplôme;;159.0;82.0;9.0;90.0;;;73.0;66.0;87.0;1670.0;26000.0;32.0;9.4;1860.0;34.0;48.0;89.0;1470.0;2210.0
2018;Lille;Lille;Sciences humaines et sociales;Psychologie;30 mois après le diplôme;;119.0;88.0;6.0;98.0;;;97.0;56.0;85.0;1800.0;28100.0;32.0;9.4;1860.0;92.0;29.0;87.0;1470.0;2210.0
2018;Clermont Auvergne;Clermont-Ferrand;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;213.0;84.0;32.0;94.0;;;93.0;73.0;96.0;2000.0;31200.0;44.0;7.0;1890.0;68.0;54.0;45.0;1480.0;2270.0
2018;Strasbourg;Strasbourg;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;;33.0;88.0;3.0;97.0;;;85.0;33.0;88.5;1690.0;26350.0;29.0;7.7;1840.0;63.0;41.0;66.0;1450.0;2180.0
2018;Strasbourg;Strasbourg;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;;63.0;87.0;5.0;87.0;;;94.0;67.0;98.0;2100.0;32800.0;29.0;7.7;1840.0;85.0;64.0;50.0;1450.0;2180.0
2018;Lyon 1 - Claude Bernard;Lyon;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;73.0;79.0;16.0;94.0;;;98.0;88.0;97.0;2200.0;34300.0;29.0;7.0;1890.0;86.0;30.0;28.0;1480.0;2270.0
2018;Sorbonne Université;Paris;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;89.0;60.0;13.0;84.0;;;79.0;67.0;93.0;2000.0;31200.0;26.0;7.7;2170.0;53.0;29.0;77.0;1650.0;2700.0
2018;Paris-Est Marne-la-Vallée;Créteil;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;;212.0;82.0;36.0;91.0;;;96.0;62.0;97.0;1900.0;29600.0;15.0;7.7;2170.0;79.0;26.0;63.0;1650.0;2700.0
2018;Versailles Saint-Quentin-en-Yvelines;Versailles;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;;50.0;73.0;15.0;82.0;;;97.0;90.0;100.0;2310.0;36000.0;8.0;7.7;2170.0;92.0;43.0;87.0;1650.0;2700.0
2018;Amiens - Picardie Jules-Verne;Amiens;Sciences, technologies et santé;Autres sciences, technologies et santé;30 mois après le diplôme;;50.0;85.0;10.0;96.0;;;87.0;80.0;96.0;1720.0;26800.0;32.0;9.4;1860.0;51.0;40.0;51.0;1470.0;2210.0
2018;Paris-Saclay;Versailles;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;;39.0;65.0;6.0;100.0;;;100.0;90.0;97.0;2400.0;37400.0;20.0;7.7;2170.0;87.0;26.0;38.0;1650.0;2700.0
2018;Paris-Saclay;Versailles;Sciences, technologies et santé;Sciences de l'ingénieur;18 mois après le diplôme;;36.0;62.0;5.0;92.0;;;100.0;91.0;100.0;2310.0;36000.0;20.0;7.7;2170.0;96.0;15.0;8.0;1650.0;2700.0
2018;La Réunion;La Réunion;Masters enseignement;Masters enseignement;30 mois après le diplôme;;95.0;76.0;100.0;97.0;;;86.0;73.0;79.0;2600.0;40600.0;38.0;17.4;1820.0;77.0;100.0;81.0;1450.0;2180.0
2019;Aix-Marseille;Aix-Marseille;Droit, économie et gestion;Gestion;18 mois après le diplôme;;277.0;55.0;23.0;88.0;;;85.0;78.0;99.0;2120.0;33000.0;32.0;8.3;1890.0;60.0;40.0;61.0;1370.0;2330.0
2019;Reims - Champagne Ardenne;Reims;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;148.0;75.0;50.0;91.0;;;80.0;64.0;97.0;1800.0;28100.0;41.0;7.3;1880.0;30.0;34.0;58.0;1440.0;2280.0
2017;Paris-Est Marne-la-Vallée;Créteil;Droit, économie et gestion;Économie;18 mois après le diplôme;;45.0;53.0;8.0;91.0;;;100.0;61.0;97.0;1900.0;29600.0;16.0;7.1;2120.0;76.0;21.0;80.0;1620.0;2620.0
2017;Versailles Saint-Quentin-en-Yvelines;Versailles;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;41.0;69.0;12.0;88.0;;;91.0;51.0;94.0;1690.0;26400.0;14.0;7.1;2120.0;57.0;25.0;63.0;1620.0;2620.0
2014;Montpellier;Montpellier;Droit, économie et gestion;Autres formations juridiques, économiques et de gestion;18 mois après le diplôme;;123.0;74.0;14.0;88.0;;;91.0;70.0;93.0;1920.0;29900.0;32.0;11.2;1780.0;56.0;65.0;49.0;1400.0;2110.0
2015;Toulouse 3 - Paul Sabatier;Toulouse;Sciences humaines et sociales;Ensemble sciences humaines et sociales;18 mois après le diplôme;;38.0;88.0;6.0;89.0;;;90.0;80.0;97.0;1690.0;26400.0;39.0;10.5;1770.0;80.0;28.0;34.0;1400.0;2110.0
2015;Toulouse 3 - Paul Sabatier;Toulouse;Sciences humaines et sociales;Information communication;30 mois après le diplôme;;38.0;88.0;6.0;94.0;;;94.0;86.0;100.0;2100.0;32800.0;39.0;10.5;1770.0;83.0;28.0;34.0;1400.0;2110.0
2015;Toulouse 3 - Paul Sabatier;Toulouse;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;;44.0;75.0;8.0;88.0;;;88.0;74.0;94.0;1855.0;29100.0;39.0;10.5;1770.0;56.0;33.0;34.0;1400.0;2110.0
2015;Bordeaux;Bordeaux;Droit, économie et gestion;Gestion;18 mois après le diplôme;;210.0;72.0;24.0;91.0;;;88.0;72.0;99.0;1870.0;29200.0;30.0;8.4;1750.0;59.0;51.0;58.0;1390.0;2060.0
2015;Bordeaux;Bordeaux;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;453.0;79.0;47.0;91.0;;;95.0;77.0;98.0;2000.0;31200.0;30.0;8.4;1750.0;78.0;54.0;41.0;1390.0;2060.0
2015;Bordeaux;Bordeaux;Sciences, technologies et santé;Sciences de la vie et de la terre;18 mois après le diplôme;;173.0;79.0;18.0;86.0;;;90.0;44.0;93.0;1600.0;25000.0;30.0;8.4;1750.0;55.0;53.0;61.0;1390.0;2060.0
2015;Montpellier 3 - Paul-Valéry;Montpellier;Masters enseignement;Masters enseignement;18 mois après le diplôme;;49.0;50.0;100.0;98.0;;;100.0;98.0;98.0;1830.0;28600.0;2.0;10.5;1770.0;100.0;64.0;85.0;1400.0;2110.0
2015;Montpellier;Montpellier;Droit, économie et gestion;Gestion;18 mois après le diplôme;;194.0;60.0;26.0;91.0;;;74.0;66.0;98.0;1730.0;27000.0;33.0;10.5;1770.0;35.0;48.0;50.0;1400.0;2110.0
2015;Rennes 2;Rennes;Masters enseignement;Masters enseignement;18 mois après le diplôme;;134.0;79.0;100.0;97.0;;;90.0;88.0;91.0;1780.0;27800.0;14.0;7.4;1750.0;79.0;60.0;78.0;1420.0;2080.0
2015;Rennes 2;Rennes;Masters enseignement;Masters enseignement;30 mois après le diplôme;;134.0;79.0;100.0;97.0;;;92.0;89.0;91.0;1800.0;28100.0;14.0;7.4;1750.0;81.0;60.0;78.0;1420.0;2080.0
2015;Rennes 2;Rennes;Sciences humaines et sociales;Information communication;30 mois après le diplôme;;51.0;78.0;11.0;80.0;;;90.0;56.0;100.0;1600.0;25000.0;40.0;7.4;1750.0;39.0;67.0;72.0;1420.0;2080.0
2015;Saint-Etienne - Jean Monnet;Lyon;Droit, économie et gestion;Gestion;30 mois après le diplôme;;66.0;72.0;25.0;95.0;;;100.0;86.0;100.0;2110.0;33000.0;30.0;7.6;1825.0;52.0;48.0;43.0;1460.0;2180.0
2015;Angers;Nantes;Droit, économie et gestion;Gestion;18 mois après le diplôme;;232.0;69.0;46.0;87.0;;;70.0;57.0;94.0;1540.0;24000.0;39.0;7.3;1760.0;26.0;70.0;78.0;1430.0;2070.0
2015;Reims - Champagne Ardenne;Reims;Masters enseignement;Masters enseignement;30 mois après le diplôme;;76.0;64.0;100.0;96.0;;;93.0;83.0;93.0;1800.0;28100.0;25.0;8.6;1800.0;83.0;16.0;72.0;1430.0;2120.0
2015;Lorraine;Nancy-Metz;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;170.0;79.0;15.0;90.0;;;80.0;61.0;82.0;1730.0;27000.0;35.0;8.6;1800.0;58.0;39.0;66.0;1430.0;2120.0
2015;Lorraine;Nancy-Metz;Sciences humaines et sociales;Histoire-géographie;18 mois après le diplôme;;38.0;71.0;3.0;62.0;;;77.0;48.0;88.5;1690.0;26350.0;35.0;8.6;1800.0;46.0;41.0;41.0;1430.0;2120.0
2015;Lorraine;Nancy-Metz;Sciences humaines et sociales;Information communication;18 mois après le diplôme;;42.0;84.0;4.0;83.0;;;66.0;52.0;94.0;1870.0;29100.0;35.0;8.6;1800.0;42.0;40.0;66.0;1430.0;2120.0
2014;Aix-Marseille;Aix-Marseille;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;90.0;68.0;6.0;91.0;;;100.0;84.0;100.0;2200.0;34300.0;33.0;11.0;1830.0;90.0;53.0;30.0;1420.0;2210.0
2014;Artois;Lille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;47.0;79.0;22.0;85.0;;;98.0;78.0;95.0;1970.0;30700.0;39.0;11.7;1830.0;67.0;32.0;14.0;1470.0;2140.0
2014;Clermont Auvergne;Clermont-Ferrand;Droit, économie et gestion;Gestion;18 mois après le diplôme;;124.0;81.0;17.0;93.0;;;80.0;67.0;96.0;1700.0;26500.0;36.0;8.2;1830.0;43.0;31.0;54.0;1470.0;2180.0
2014;Strasbourg;Strasbourg;Masters enseignement;Masters enseignement;18 mois après le diplôme;;128.0;83.0;100.0;98.0;;;89.0;81.0;96.0;1700.0;26500.0;40.0;9.4;1800.0;83.0;17.0;78.0;1430.0;2130.0
2017;Poitiers;Poitiers;Droit, économie et gestion;Gestion;30 mois après le diplôme;;155.0;47.0;36.0;96.0;;;91.0;82.0;99.0;2110.0;32900.0;36.0;7.4;1760.0;70.0;79.0;62.0;1370.0;2100.0
2017;Limoges;Limoges;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;76.0;44.0;53.0;95.0;;;78.0;81.0;100.0;1800.0;28100.0;34.0;7.4;1760.0;53.0;57.0;60.0;1370.0;2100.0
2018;Aix-Marseille;Aix-Marseille;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;113.0;74.0;7.0;77.0;;;57.0;68.0;84.0;1600.0;25000.0;34.0;9.0;1860.0;37.0;62.0;76.0;1410.0;2240.0
2018;Besançon - Franche-Comté;Besançon;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;121.0;78.0;35.0;94.0;;;97.0;85.0;95.0;2050.0;32000.0;36.0;6.6;1820.0;69.0;55.0;34.0;1440.0;2160.0
2018;Brest - Bretagne occidentale;Rennes;Masters enseignement;Masters enseignement;30 mois après le diplôme;;186.0;83.0;100.0;97.0;;;95.0;83.0;88.0;1710.0;26600.0;23.0;6.5;1790.0;85.0;27.0;79.0;1430.0;2150.0
2018;Toulouse 3 - Paul Sabatier;Toulouse;Sciences, technologies et santé;Sciences de l'ingénieur;30 mois après le diplôme;;99.0;69.0;24.0;85.0;;;100.0;93.0;98.0;2200.0;34300.0;39.0;9.3;1810.0;91.0;29.0;17.0;1410.0;2170.0
2018;Montpellier;Montpellier;Droit, économie et gestion;Droit;18 mois après le diplôme;;96.0;73.0;11.0;92.0;;;82.0;67.0;98.0;1840.0;28700.0;34.0;9.3;1810.0;56.0;69.0;69.0;1410.0;2170.0
2018;Lorraine;Nancy-Metz;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;113.0;74.0;10.0;86.0;;;69.0;63.0;86.0;1750.0;27300.0;41.0;7.7;1840.0;37.0;56.0;77.0;1450.0;2180.0
2018;Lille;Lille;Droit, économie et gestion;Droit;18 mois après le diplôme;;173.0;83.0;9.0;92.0;;;91.0;74.0;96.0;1950.0;30400.0;32.0;9.4;1860.0;58.0;51.0;67.0;1470.0;2210.0
2018;Lille;Lille;Sciences, technologies et santé;Sciences fondamentales;30 mois après le diplôme;;70.0;90.0;4.0;93.0;;;97.0;82.0;98.0;2210.0;34400.0;32.0;9.4;1860.0;90.0;61.0;48.0;1470.0;2210.0
2018;Artois;Lille;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;95.0;81.0;31.0;90.0;;;97.0;79.0;100.0;2000.0;31200.0;31.0;9.4;1860.0;64.0;28.0;15.0;1470.0;2210.0
2018;Strasbourg;Strasbourg;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;519.0;82.0;41.0;93.0;;;92.0;81.0;98.0;1980.0;30900.0;29.0;7.7;1840.0;75.0;45.0;60.0;1450.0;2180.0
2018;Strasbourg;Strasbourg;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;519.0;82.0;41.0;91.0;;;91.0;72.0;98.0;1980.0;30900.0;29.0;7.7;1840.0;73.0;45.0;60.0;1450.0;2180.0
2018;Strasbourg;Strasbourg;Droit, économie et gestion;Droit;18 mois après le diplôme;;159.0;84.0;11.0;88.0;;;95.0;70.0;98.0;1920.0;29900.0;29.0;7.7;1840.0;81.0;54.0;63.0;1450.0;2180.0
2018;Strasbourg;Strasbourg;Sciences humaines et sociales;Information communication;18 mois après le diplôme;;46.0;82.0;4.0;85.0;;;97.0;32.0;92.0;1710.0;26700.0;29.0;7.7;1840.0;89.0;70.0;49.0;1450.0;2180.0
2018;Mulhouse - Haute Alsace;Strasbourg;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;65.0;85.0;28.0;87.0;;;93.0;91.0;96.0;2000.0;31200.0;23.0;7.7;1840.0;82.0;42.0;42.0;1450.0;2180.0
2018;Lyon 1 - Claude Bernard;Lyon;Sciences, technologies et santé;Sciences fondamentales;18 mois après le diplôme;;65.0;73.0;14.0;81.0;;;96.0;67.0;91.0;2000.0;31200.0;29.0;7.0;1890.0;66.0;51.0;45.0;1480.0;2270.0
2018;Lyon 2 - Lumière;Lyon;Droit, économie et gestion;Économie;30 mois après le diplôme;;117.0;76.0;16.0;92.0;;;89.0;90.0;96.0;2420.0;37700.0;37.0;7.0;1890.0;67.0;38.0;41.0;1480.0;2270.0
2018;Savoie Mont Blanc;Grenoble;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;170.0;87.0;36.0;93.0;;;90.0;84.0;99.0;2100.0;32800.0;29.0;7.0;1890.0;64.0;28.0;57.0;1480.0;2270.0
2018;Université de Paris;Paris;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;104.0;60.0;15.0;87.0;;;79.0;72.0;81.0;1970.0;30700.0;24.0;7.7;2170.0;56.0;28.0;82.0;1650.0;2700.0
2018;Université de Paris;Paris;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;211.0;63.0;29.0;94.0;;;98.0;64.0;96.0;2210.0;34400.0;24.0;7.7;2170.0;92.0;19.0;45.0;1650.0;2700.0
2018;Rouen;Normandie;Masters enseignement;Masters enseignement;18 mois après le diplôme;;187.0;66.0;100.0;98.0;;;95.0;88.0;94.0;1700.0;26500.0;20.0;7.7;1860.0;87.0;14.0;75.0;1480.0;2220.0
2018;Paris-Est Marne-la-Vallée;Créteil;Sciences, technologies et santé;Ensemble sciences, technologies et santé;30 mois après le diplôme;;147.0;82.0;23.0;93.0;;;97.0;88.0;99.0;2400.0;37400.0;15.0;7.7;2170.0;81.0;20.0;36.0;1650.0;2700.0
2018;Versailles Saint-Quentin-en-Yvelines;Versailles;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;220.0;63.0;62.0;88.0;;;94.0;83.0;99.0;2240.0;34900.0;8.0;7.7;2170.0;74.0;23.0;70.0;1650.0;2700.0
2018;Toulon;Nice;Sciences humaines et sociales;Information communication;18 mois après le diplôme;;65.0;96.0;30.0;83.0;;;91.0;90.0;92.0;1640.0;25500.0;42.0;9.0;1860.0;58.0;32.0;50.0;1410.0;2240.0
2016;La Rochelle;Poitiers;Droit, économie et gestion;Gestion;18 mois après le diplôme;;42.0;70.0;17.0;90.0;;;97.0;83.0;100.0;1920.0;29900.0;31.0;8.1;1725.0;58.0;54.0;59.0;1380.0;2025.0
2016;Besançon - Franche-Comté;Besançon;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;39.0;72.0;13.0;80.0;;;87.0;55.0;93.0;1635.0;25600.0;37.0;7.5;1780.0;39.0;49.0;71.0;1430.0;2060.0
2016;Brest - Bretagne occidentale;Rennes;Sciences, technologies et santé;Informatique;30 mois après le diplôme;;33.0;86.0;7.0;100.0;;;100.0;97.0;100.0;2020.0;31500.0;41.0;7.2;1750.0;100.0;36.0;12.0;1405.0;2040.0
2016;Toulouse 3 - Paul Sabatier;Toulouse;Sciences humaines et sociales;Information communication;18 mois après le diplôme;;57.0;78.0;10.0;91.0;;;94.0;97.0;94.0;1960.0;30600.0;38.0;10.3;1770.0;80.0;40.0;50.0;1380.0;2060.0
2016;Bordeaux - Montaigne;Bordeaux;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;;76.0;87.0;24.0;80.0;;;88.0;51.0;88.0;1630.0;25400.0;45.0;8.1;1725.0;50.0;40.0;63.0;1380.0;2025.0
2016;Montpellier;Montpellier;Sciences, technologies et santé;Informatique;18 mois après le diplôme;;37.0;73.0;4.0;100.0;;;95.0;69.0;100.0;1980.0;30900.0;32.0;10.3;1770.0;92.0;32.0;13.0;1380.0;2060.0
2016;Rennes 1;Rennes;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;324.0;76.0;59.0;90.0;;;91.0;74.0;98.0;1930.0;30100.0;28.0;7.2;1750.0;61.0;64.0;57.0;1405.0;2040.0
2016;Rennes 1;Rennes;Droit, économie et gestion;Économie;18 mois après le diplôme;;59.0;73.0;11.0;78.0;;;96.0;58.0;100.0;1900.0;29600.0;28.0;7.2;1750.0;71.0;74.0;37.0;1405.0;2040.0
2016;Rennes 2;Rennes;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;18 mois après le diplôme;;32.0;85.0;7.0;91.0;;;66.0;38.0;94.0;1980.0;30900.0;41.0;7.2;1750.0;25.0;44.0;68.0;1405.0;2040.0
2016;Rennes 2;Rennes;Sciences, technologies et santé;Ensemble sciences, technologies et santé;18 mois après le diplôme;;41.0;79.0;9.0;90.0;;;86.0;78.0;91.0;2000.0;31200.0;41.0;7.2;1750.0;57.0;84.0;48.0;1405.0;2040.0
2016;Grenoble Alpes;Grenoble;Lettres, langues, arts;Lettres, langues, arts;30 mois après le diplôme;;59.0;75.0;6.0;90.0;;;70.0;62.0;91.0;1650.0;25700.0;27.0;7.5;1800.0;28.0;54.0;81.0;1450.0;2120.0
2016;Saint-Etienne - Jean Monnet;Lyon;Masters enseignement;Masters enseignement;18 mois après le diplôme;;77.0;74.0;100.0;98.0;;;99.0;88.0;97.0;1750.0;27300.0;21.0;7.5;1800.0;93.0;14.0;74.0;1450.0;2120.0
2016;Saint-Etienne - Jean Monnet;Lyon;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;43.0;73.0;17.0;95.0;;;83.0;54.0;85.0;1700.0;26500.0;31.0;7.5;1800.0;44.0;29.0;69.0;1450.0;2120.0
2016;Nantes;Nantes;Sciences humaines et sociales;Psychologie;18 mois après le diplôme;;35.0;81.0;5.0;88.0;;;93.0;33.0;67.0;1700.0;26700.0;34.0;7.2;1745.0;89.0;52.0;93.0;1425.0;2030.0
2016;Nantes;Nantes;Sciences humaines et sociales;Information communication;30 mois après le diplôme;;30.0;72.0;5.0;77.0;;;84.0;60.0;91.0;1710.0;26700.0;34.0;7.2;1745.0;51.0;48.0;72.0;1425.0;2030.0
2016;Orléans;Orléans-Tours;Droit, économie et gestion;Gestion;30 mois après le diplôme;;90.0;62.0;33.0;94.0;;;96.0;93.0;99.0;2060.0;32100.0;30.0;8.3;1830.0;71.0;32.0;37.0;1490.0;2130.0
2016;Littoral - Côte d'Opale;Lille;Droit, économie et gestion;Gestion;30 mois après le diplôme;;104.0;57.0;38.0;93.0;;;89.0;89.0;98.0;2030.0;31700.0;26.0;10.9;1810.0;48.0;61.0;44.0;1470.0;2100.0
2016;Lyon 2 - Lumière;Lyon;Droit, économie et gestion;Gestion;18 mois après le diplôme;;58.0;66.0;9.0;100.0;;;82.0;78.0;96.0;2140.0;33300.0;36.0;7.5;1800.0;60.0;41.0;39.0;1450.0;2120.0
2016;Lyon 2 - Lumière;Lyon;Sciences humaines et sociales;Autres sciences humaines et sociales;18 mois après le diplôme;;91.0;68.0;15.0;96.0;;;58.0;50.0;84.0;1480.0;23000.0;36.0;7.5;1800.0;30.0;37.0;75.0;1450.0;2120.0
2011;Paris 1 - Panthéon Sorbonne;Paris;Sciences humaines et sociales;Histoire-géographie;30 mois après le diplôme;;61.0;76.0;7.0;93.0;;;89.0;63.0;97.0;2000.0;31200.0;19.0;8.6;1990.0;66.0;23.0;76.0;1460.0;2200.0
2015;Paris René Descartes;Paris;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;;42.0;57.0;14.0;98.0;;;85.0;70.0;93.0;2200.0;34300.0;21.0;7.8;2060.0;69.0;14.0;50.0;1600.0;2570.0
2015;Rouen;Normandie;Sciences, technologies et santé;Informatique;18 mois après le diplôme;;33.0;64.0;10.0;94.0;;;99.0;90.0;97.0;2180.0;33900.0;38.0;8.9;1810.0;95.0;50.0;30.0;1470.0;2160.0
2017;Saint-Etienne - Jean Monnet;Lyon;Droit, économie et gestion;Ensemble formations juridiques, économiques et de gestion;30 mois après le diplôme;;118.0;68.0;49.0;98.0;;;98.0;80.0;99.0;2070.0;32300.0;34.0;7.0;1860.0;56.0;24.0;49.0;1450.0;2220.0
2017;Limoges;Limoges;Masters enseignement;Masters enseignement;18 mois après le diplôme;Université dont les résultats sont plus fragiles (taux de réponse inférieur à 50%);37.0;43.0;100.0;95.0;;;85.0;82.0;88.0;1750.0;27300.0;35.0;7.4;1760.0;73.0;51.0;67.0;1370.0;2100.0
2018;Bordeaux - Montaigne;Bordeaux;Sciences humaines et sociales;Ensemble sciences humaines et sociales;30 mois après le diplôme;;203.0;85.0;59.0;86.0;;;90.0;58.0;90.0;1650.0;25700.0;37.0;7.2;1780.0;63.0;53.0;72.0;1400.0;2120.0
2018;Nantes;Nantes;Sciences, technologies et santé;Autres sciences, technologies et santé;18 mois après le diplôme;;32.0;81.0;4.0;94.0;;;94.0;77.0;93.0;1855.0;29100.0;29.0;6.7;1830.0;63.0;44.0;34.0;1470.0;2180.0
2018;Angers;Nantes;Droit, économie et gestion;Droit;30 mois après le diplôme;;33.0;88.0;7.0;94.0;;;81.0;65.0;90.0;1920.0;29900.0;41.0;6.7;1830.0;71.0;45.0;82.0;1470.0;2180.0
2018;Lorraine;Nancy-Metz;Sciences humaines et sociales;Information communication;18 mois après le diplôme;;41.0;82.0;4.0;90.0;;;78.0;47.0;100.0;1630.0;25400.0;41.0;7.7;1840.0;44.0;44.0;82.0;1450.0;2180.0
